post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:product_style,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:CountryOfOrigin,attribute_data:CountryOfOrigin,attribute_default:CountryOfOrigin,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size
"Product 6 - Red, XXL",product-2-xxl-red-5,238,252,"Color: Red, Size: XXL",,publish,,14,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Red,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - White, L",product-2-l-white-5,238,253,"Color: White, Size: L",,publish,,15,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - White, M",product-2-m-white-5,238,254,"Color: White, Size: M",,publish,,16,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - White, S",product-2-s-white-5,238,255,"Color: White, Size: S",,publish,,17,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - White, XL",product-2-xl-white-5,238,256,"Color: White, Size: XL",,publish,,18,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - White, XXL",product-2-xxl-white-5,238,257,"Color: White, Size: XXL",,publish,,19,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,White,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - Blue, L",product-2-l-blue-5,238,258,"Color: Blue, Size: L",,publish,,20,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Blue,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - Blue, S",product-2-s-blue-5,238,259,"Color: Blue, Size: S",,publish,,21,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Blue,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - Blue, XXL",product-2-xxl-blue-5,238,260,"Color: Blue, Size: XXL",,publish,,22,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Blue,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - Green, L",product-2-l-green-5,238,261,"Color: Green, Size: L",,publish,,23,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - Green, S",product-2-s-green-5,238,262,"Color: Green, Size: S",,publish,,24,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 6 - Green, XXL",product-2-xxl-green-5,238,263,"Color: Green, Size: XXL",,publish,,25,"2021-06-22 06:41:23",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-6/,,,,,,,,,,,,,0,,,Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7",product-7,,264,,,publish,,0,"2021-06-22 06:41:58",1,open,,,,,no,no,178,7,,5,5,5,5,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/rec3.jpg ! alt :  ! title : rec3 ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,Bali|JMS|Leggs,Kids|Women,,,variable,,"Women > Tops",,,,743,,18,,"{""columns"":""pa_size"",""rows"":""pa_color""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black|Blue|Green|Red|White,0|1|1,,L|M|S|XL|XXL,1|1|1,
"Product 7 - Black, L",product-2-l-black-6,264,265,"Color: Black, Size: L",,publish,,1,"2021-06-22 06:41:58",1,closed,,,,,no,no,0,8,7,5,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Black, M",product-2-m-black-6,264,266,"Color: Black, Size: M",,publish,,2,"2021-06-22 06:41:58",1,closed,,,,,no,no,0,8,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Black, S",product-2-s-black-6,264,267,"Color: Black, Size: S",,publish,,3,"2021-06-22 06:41:58",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Black, XL",product-2-xl-black-6,264,268,"Color: Black, Size: XL",,publish,,4,"2021-06-22 06:41:58",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Black, XXL",product-2-xxl-black-6,264,269,"Color: Black, Size: XXL",,publish,,5,"2021-06-22 06:41:58",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Blue, M",product-2-m-blue-6,264,270,"Color: Blue, Size: M",,publish,,6,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Blue,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Blue, XL",product-2-xl-blue-6,264,271,"Color: Blue, Size: XL",,publish,,7,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Blue,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Green, M",product-2-m-green-6,264,272,"Color: Green, Size: M",,publish,,8,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,8,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Green,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Green, XL",product-2-xl-green-6,264,273,"Color: Green, Size: XL",,publish,,9,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,9,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Green,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Red, L",product-2-l-red-6,264,274,"Color: Red, Size: L",,publish,,10,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Red,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Red, M",product-2-m-red-6,264,275,"Color: Red, Size: M",,publish,,11,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Red,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Red, S",product-2-s-red-6,264,276,"Color: Red, Size: S",,publish,,12,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Red,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Red, XL",product-2-xl-red-6,264,277,"Color: Red, Size: XL",,publish,,13,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Red,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Red, XXL",product-2-xxl-red-6,264,278,"Color: Red, Size: XXL",,publish,,14,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Red,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - White, L",product-2-l-white-6,264,279,"Color: White, Size: L",,publish,,15,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - White, M",product-2-m-white-6,264,280,"Color: White, Size: M",,publish,,16,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - White, S",product-2-s-white-6,264,281,"Color: White, Size: S",,publish,,17,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - White, XL",product-2-xl-white-6,264,282,"Color: White, Size: XL",,publish,,18,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - White, XXL",product-2-xxl-white-6,264,283,"Color: White, Size: XXL",,publish,,19,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,White,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Blue, L",product-2-l-blue-6,264,284,"Color: Blue, Size: L",,publish,,20,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Blue,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Blue, S",product-2-s-blue-6,264,285,"Color: Blue, Size: S",,publish,,21,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Blue,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Blue, XXL",product-2-xxl-blue-6,264,286,"Color: Blue, Size: XXL",,publish,,22,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Blue,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Green, L",product-2-l-green-6,264,287,"Color: Green, Size: L",,publish,,23,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Green, S",product-2-s-green-6,264,288,"Color: Green, Size: S",,publish,,24,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Product 7 - Green, XXL",product-2-xxl-green-6,264,289,"Color: Green, Size: XXL",,publish,,25,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,,0,,,Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck",hanes-mens-waffle-knit-thermal-crewneck,,1233,,"Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:40",1,open,1202,,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_22803_Black.jpg ! alt :  ! title : HNS_22803_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_HeatherGrey.jpg ! alt :  ! title : HNS_25439_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_28559_HeatherGrey.jpg ! alt :  ! title : HBI_28559_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_28559_Natural.jpg ! alt :  ! title : HBI_28559_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/EBY_22803_Natural.jpg ! alt :  ! title : EBY_22803_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Natural.jpg ! alt :  ! title : HNS_25439_Natural.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,variable,,"Men|Men > Thermal|Men > Thermal > Tops",,,0,743,54713,0,,"{""columns"":""Select attribute"",""rows"":""Select attribute""}",,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,NULL,7|1|0,,IMPORTED,12|1|0,,"60% organic cotton/40% polyester",4|1|0,,1,11|1|0,,NULL,10|1|0,,Crewneck,2|1|0,,NULL,8|1|0,,"Long Sleeve",3|1|0,,"Black|Heather Grey|Natural",1|1|1,,2XL|L|M|S|XL,0|1|1,
"Hanes Mens Waffle Knit Thermal Crewneck - S, Black",hanes-mens-waffle-knit-thermal-crewneck-s-black,1233,1244,"Size: S, Color: Black","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:53",1,closed,54713,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111851,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - M, Black",hanes-mens-waffle-knit-thermal-crewneck-m-black,1233,1245,"Size: M, Color: Black","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:53",1,closed,54714,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_22803_Black.jpg ! alt :  ! title : HNS_22803_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111905,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - L, Black",hanes-mens-waffle-knit-thermal-crewneck-l-black,1233,1246,"Size: L, Color: Black","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:53",1,closed,54715,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_22803_Black.jpg ! alt :  ! title : HNS_22803_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111950,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - XL, Black",hanes-mens-waffle-knit-thermal-crewneck-xl-black,1233,1247,"Size: XL, Color: Black","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:53",1,closed,54716,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347112001,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - 2XL, Black",hanes-mens-waffle-knit-thermal-crewneck-2xl-black,1233,1248,"Size: 2XL, Color: Black","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:54",1,closed,54717,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347112056,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - S, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-s-heather-grey,1233,1249,"Size: S, Color: Heather Grey","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:54",1,closed,54718,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_HeatherGrey.jpg ! alt :  ! title : HNS_25439_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111875,,"Heather Grey",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - M, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-m-heather-grey,1233,1250,"Size: M, Color: Heather Grey","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:54",1,closed,54719,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_HeatherGrey.jpg ! alt :  ! title : HNS_25439_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111929,,"Heather Grey",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
