post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_gallery_urls_5_cdn_gallery_link,meta:cdn_gallery_urls_6_cdn_gallery_link,meta:cdn_gallery_urls_7_cdn_gallery_link,meta:cdn_gallery_urls_8_cdn_gallery_link,meta:cdn_gallery_urls_9_cdn_gallery_link,meta:custom_editor_box,meta:cwg_total_subscribers,meta:fin_sku_field,meta:msrp_field,meta:product_banner,meta:product_style,meta:show_specific_messsage,meta:total_sales,meta:upc_field,meta:wcbvp_variations_data,meta:wcbvp_variations_data_enable,meta:wcbvp_variations_data_override,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:pa_bratype,attribute_data:pa_bratype,attribute_default:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute_default:pa_closure,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,attribute_default:pa_countryoforigin,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute_default:pa_innerpackqty,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute_default:pa_neckdesign,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute_default:pa_sleevestyle
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - S, Navy",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-navy-s,1084355,1084411,"Size: S, Color: Navy",,publish,,0,"2023-08-13 23:06:39",1,closed,#434851,4912,,,no,no,43,9.4300,,5,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Navy_sw.jpg ! alt :  ! title : Hanes_O4980_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4980-S-Navy._ADD,0,,O4980,,0,00078715384456,,,,,Navy,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - M, Smoke Gray",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-smoke-gray-m,1084355,1084412,"Size: M, Color: Smoke Gray",,publish,,0,"2023-08-13 23:06:39",1,closed,#434852,4912,,,no,no,25,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Smoke_Gray_sw.jpg ! alt :  ! title : Hanes_O4980_Smoke_Gray_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-M-Smoke Gray._ADD",0,,O4980,,0,00078715384586,,,,,"Smoke Gray",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - L, Smoke Gray",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-smoke-gray-l,1084355,1084413,"Size: L, Color: Smoke Gray",,publish,,0,"2023-08-13 23:06:39",1,closed,#434853,4912,,,no,no,48,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Smoke_Gray_sw.jpg ! alt :  ! title : Hanes_O4980_Smoke_Gray_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-L-Smoke Gray._ADD",0,,O4980,,0,00078715384593,,,,,"Smoke Gray",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - L, Deep Forest",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-deep-forest-l,1084355,1084414,"Size: L, Color: Deep Forest",,publish,,0,"2023-08-13 23:06:39",1,closed,#434854,4912,,,no,no,40,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Deep_Forest_sw.jpg ! alt :  ! title : Hanes_O4980_Deep_Forest_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-L-Deep Forest._ADD",0,,O4980,,0,00078715384173,,,,,"Deep Forest",L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - S, White",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-white-s,1084355,1084415,"Size: S, Color: White",,publish,,0,"2023-08-13 23:06:39",1,closed,#434855,4912,,,no,no,31,9.4300,,5,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_White_sw.jpg ! alt :  ! title : Hanes_O4980_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4980-S-White._ADD,0,,O4980,,0,00078715384517,,,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - L, White",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-white-l,1084355,1084416,"Size: L, Color: White",,publish,,0,"2023-08-13 23:06:40",1,closed,#434856,4912,,,no,no,28,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_White_sw.jpg ! alt :  ! title : Hanes_O4980_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4980-L-White._ADD,0,,O4980,,0,00078715384531,,,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - L, Black",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-black-l,1084355,1084417,"Size: L, Color: Black",,publish,,0,"2023-08-13 23:06:40",1,closed,#434857,4912,,,no,no,36,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Black_sw.jpg ! alt :  ! title : Hanes_O4980_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4980-L-Black._ADD,0,,O4980,,0,00078715384111,,,,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - XL, Deep Red",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-deep-red-xl,1084355,1084418,"Size: XL, Color: Deep Red",,publish,,0,"2023-08-13 23:06:40",1,closed,#434858,4912,,,no,no,42,9.4300,,7,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Deep_Red_sw.jpg ! alt :  ! title : Hanes_O4980_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-XL-Deep Red._ADD",0,,O4980,,0,00078715384241,,,,,"Deep Red",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - M, Light Blue",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-light-blue-m,1084355,1084419,"Size: M, Color: Light Blue",,publish,,0,"2023-08-13 23:06:40",1,closed,#434859,4912,,,no,no,46,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Light_Blue_sw.jpg ! alt :  ! title : Hanes_O4980_Light_Blue_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-M-Light Blue._ADD",0,,O4980,,0,00078715384340,,,,,"Light Blue",M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - 3XL, Navy",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-navy-3xl,1084355,1084420,"Size: 3XL, Color: Navy",,publish,,0,"2023-08-13 23:06:40",1,closed,#434860,4912,,,no,no,28,9.4300,,8,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Navy_sw.jpg ! alt :  ! title : Hanes_O4980_Navy_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4980-3XL-Navy._ADD,0,,O4980,,0,00078715384500,,,,,Navy,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - M, White",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-white-m,1084355,1084421,"Size: M, Color: White",,publish,,0,"2023-08-13 23:06:41",1,closed,#434861,4912,,,no,no,13,9.4300,,6,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_White_sw.jpg ! alt :  ! title : Hanes_O4980_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4980-M-White._ADD,0,,O4980,,0,00078715384524,,,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - 2XL, Smoke Gray",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-smoke-gray-2xl,1084355,1084422,"Size: 2XL, Color: Smoke Gray",,publish,,0,"2023-08-13 23:06:41",1,closed,#434862,4912,,,no,no,41,9.4300,,8,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Smoke_Gray_sw.jpg ! alt :  ! title : Hanes_O4980_Smoke_Gray_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-2XL-Smoke Gray._ADD",0,,O4980,,0,00078715384616,,,,,"Smoke Gray",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Perfect-T Short Sleeve Cotton T-Shirt, 2-Pack - 3XL, Deep Red",hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack-deep-red-3xl,1084355,1089007,"Size: 3XL, Color: Deep Red",,publish,,0,"2023-10-20 23:23:02",1,closed,#435665,4912,,,no,no,48,9.4300,,0.486,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2023/08/Hanes_O4980_Deep_Red_sw.jpg ! alt :  ! title : Hanes_O4980_Deep_Red_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/hanes-mens-perfect-t-short-sleeve-cotton-t-shirt-2-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O4980-3XL-Deep Red._ADD",0,,O4980,,0,00078715384265,,,,,"Deep Red",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra",aws-test-product,,1084334,,"Playtex Secrets bras are underwire bras with modern styling designed to fit your curves. Seamed, unlined underwire cups give you full, shapely support. Hidden inner panels add extra lift and shape. Knit-in allover stretch ensures flexible fit. Wide-set camisole straps stretch for comfort and adjust in back. Full coverage classic neckline. TruSUPPORT® bra design supports every curve, delivering ultimate 4-way support. Back close has up to four rows of adjustable hooks and eyes, depending on bra size. Formerly Love My Curves.",publish,,0,"2023-08-11 05:29:09",1,open,123456789009876543211234567890098765432112345678900987654321,,,,no,no,,10,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Black.jpg ! alt :  ! title : Playtex_US4422_Black ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Natural_Beige.jpg ! alt :  ! title : Playtex_US4422_Natural_Beige ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Sandshell.jpg ! alt :  ! title : Playtex_US4422_Sandshell ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Warm_Steel.jpg ! alt :  ! title : Playtex_US4422_Warm_Steel ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White.jpg ! alt :  ! title : Playtex_US4422_White ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Blue_Velvet.jpg ! alt :  ! title : Playtex_US4422_Blue_Velvet ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Caring_Pink.jpg ! alt :  ! title : Playtex_US4422_Caring_Pink ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Pink_Streamer_Floral.jpg ! alt :  ! title : Playtex_US4422_Pink_Streamer_Floral ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Signature_Berry.jpg ! alt :  ! title : Playtex_US4422_Signature_Berry ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Mother_of_Pearl.jpg ! alt :  ! title : Playtex_US4422_Mother_of_Pearl ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Over_the_Taupe.jpg ! alt :  ! title : Playtex_US4422_Over_the_Taupe ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2023/10/Playtex_US4422_Taupe.jpg ! alt :  ! title : Playtex_US4422_Taupe ! desc :  ! caption :  | https://appareldirectdistributor.com/wp-content/uploads/2021/10/coming-soon-img-829.jpg ! alt :  ! title : coming-soon-img.jpg ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,0,,,,,,,,variable,,"Women > Tops|Women",,,,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_AthleticNavy_Front.jpg,10,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_AthleticNavy_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567586412_OxfordGrey_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_DeepForteBlue_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08113_CandidBlue_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08113_CandidBlue_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_DeepForteBlue_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_DeepForteBlue_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567586412_OxfordGrey_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_AthleticNavy_Front.jpg,https://nylimages.s3.amazonaws.com/HNS_GF567Y08160_DeepForteBlue_Front.jpg,,0,,,,,global_text_message,2,,"{""hide_add_to_cart"":""0"",""disable_purchasing"":""0"",""show_stock"":""1"",""variation_images"":""1"",""use_lightbox"":""1""}",,1,"{""columns"":"""",""rows"":""""}",,,,,,,,,"Black|Blue Velvet|Caring Pink|Mother of Pearl|Natural Beige|Nude|Over the Taupe|Pink Streamer Floral|Sandshell|Signature Berry|Taupe|Warm Steel|White",1|1|1,,,,,,,,,,,,,,34B|34C|34D|34DD|36B|36C|36D|363D|36DD|383D|38B|38C|38D|38DD|40B|40C|40D|40DD|403D|42B|42C|42D|42DD|423D|44C|44D|44DD,0|1|1,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 42D, Nude",aws-test-product-nude-42d,1084334,1088986,"Size: 42D, Color: Nude",,publish,,0,"2023-10-20 23:21:19",1,closed,#429457,123456789009876543211234567890098765432112345678900987654321,,,no,no,0,17.7600,,5,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/10/coming-soon-img-829.jpg ! alt :  ! title : coming-soon-img.jpg ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,US4422-42D-Nude._ADD,0,,US4422,,0,00077478891256,,,,,Nude,42D,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 42C, Black",playtex-womens-secrets-beautiful-lift-underwire-bra-black-42c,1084334,123334,"Size: 42C, Color: Black",,publish,,1,"2021-10-10 14:05:28",1,closed,#25939,123456789009876543211234567890098765432112345678900987654321,,,no,no,0,16.65,,0.26,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_Black_sw.jpg ! alt :  ! title : Playtex_US4422_Black_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,US4422-42C-Black._ADD,,,US4422,,0,00042714317432,,,,,Black,42C,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 34B, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-34b,1084334,123335,"Size: 34B, Color: White",,publish,,2,"2021-10-10 14:05:28",1,closed,#25940,123456789009876543211234567890098765432112345678900987654321,,,no,no,0,16.6500,,3,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,US4422-34B-White._ADD,,,US4422,,0,00042714120681,,,,,White,34B,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 34C, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-34c,1084334,123336,"Size: 34C, Color: White",,publish,,3,"2021-10-10 14:05:28",1,closed,#25941,123456789009876543211234567890098765432112345678900987654321,,,no,no,29,19.1900,,4,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-34C-White._ADD,,,US4422,,0,00042714120711,,,,,White,34C,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 34D, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-34d,1084334,123337,"Size: 34D, Color: White",,publish,,4,"2021-10-10 14:05:28",1,closed,#25942,123456789009876543211234567890098765432112345678900987654321,,,no,no,50,19.1900,,4,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-34D-White._ADD,,,US4422,,0,00042714120759,,,,,White,34D,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 34DD, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-34dd,1084334,123338,"Size: 34DD, Color: White",,publish,,5,"2021-10-10 14:05:28",1,closed,#25943,123456789009876543211234567890098765432112345678900987654321,,,no,no,18,19.1900,,4,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-34DD-White._ADD,,,US4422,,0,00042714120797,,,,,White,34DD,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 36B, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-36b,1084334,123339,"Size: 36B, Color: White",,publish,,6,"2021-10-10 14:05:28",1,closed,#25944,123456789009876543211234567890098765432112345678900987654321,,,no,no,11,19.1900,,3,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-36B-White._ADD,,,US4422,,0,00042714120698,,,,,White,36B,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 36C, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-36c,1084334,123340,"Size: 36C, Color: White",,publish,,7,"2021-10-10 14:05:29",1,closed,#25945,123456789009876543211234567890098765432112345678900987654321,,,no,no,4,19.1900,,4,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-36C-White._ADD,,,US4422,,0,00042714120728,,,,,White,36C,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 36D, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-36d,1084334,123341,"Size: 36D, Color: White",,publish,,8,"2021-10-10 14:05:29",1,closed,#25946,123456789009876543211234567890098765432112345678900987654321,,,no,no,39,19.1900,,4,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-36D-White._ADD,,,US4422,,0,00042714120766,,,,,White,36D,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 36DD, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-36dd,1084334,123342,"Size: 36DD, Color: White",,publish,,9,"2021-10-10 14:05:29",1,closed,#25947,123456789009876543211234567890098765432112345678900987654321,,,no,no,22,19.1900,,4,,,,parent,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US4422-36DD-White._ADD,,,US4422,,0,00042714120803,,,,,White,36DD,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Playtex Womens Secrets Beautiful Lift Underwire Bra - 363D, White",playtex-womens-secrets-beautiful-lift-underwire-bra-white-363d,1084334,123343,"Size: 363D, Color: White",,publish,,10,"2021-10-10 14:05:29",1,closed,#25948,123456789009876543211234567890098765432112345678900987654321,,,no,no,0,16.6500,,5,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://appareldirectdistributor.com/wp-content/uploads/2021/11/Playtex_US4422_White_sw.jpg ! alt :  ! title : Playtex_US4422_White_sw ! desc :  ! caption : ",,https://appareldirectdistributor.com/product/aws-test-product/,,,,,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,US4422-363D-White._ADD,,,US4422,,0,00617914661465,,,,,White,363D,,,,,,,,,,,,,,,,,,,,,,,,,,,
